Items,PurQTY,PurVALUE,SalesQTY,SalesVALUE,ClosQTY,CloVALUE,M.EXP,OpenQTY,OpenVALUE,RecQTY,RecVALUE,SalesDate
LIVEDEV SYP 200ML,574,13890.8,501,23209.33,73,1766.6,24-Apr,132,3194.4,442,10696.4,2022-03-11
LIVERUBIN-140 TAB 10S,0,0,0,0,0,0,0,38,4201.66,-38,-4201.66,2023-07-17
LIVNEXT SYP 100ML 100ML,210,3696,111,2430,99,1742.4,24-May,104,1830.4,106,1865.6,2023-07-30
LIVNEXT SYP 200ML,534,14685,383,23461.65,151,4152.5,25-May,33,907.5,501,13777.5,2022-01-04
LIVOGRID-500 INJ 5ML,10,185,6,142.5,4,74,24-Apr,0,0,10,185,2023-11-26
LIVOGRID-500MG TAB 10S,2906,52308,2901,109178.79,5,90,24-May,10,180,2896,52128,2022-09-07
LIVOLEX CAP 10S,110,1028.5,1,30,109,1019.15,24-May,0,0,110,1028.5,2023-01-16
LIVORUS TAB 10S,1,157.14,1,196.43,0,0,0,0,0,1,157.14,2023-12-01
LOBATRIC-10MG TAB 10S,353,7766,344,12117.44,9,198,23-Sep,184,4048,169,3718,2022-05-02
LOBATRIC-5MG TAB 10S.,284,3905,224,5280.66,60,825,23-Nov,24,330,260,3575,2023-05-22
LOC TEARS FUSION EYE DROPS 10ML,163,24551.66,137,19871.96,26,4065.88,24-Jun,32,5004.16,131,19547.5,2023-05-19
LODOL TAB 10S,23519,108657.78,17713,387916.11,5806,26823.72,23-Nov,3639,16812.18,19880,91845.6,2023-12-09
LODOL TAB(UNIMAX) 10S,5,26.13,5,112.5,0,0,0,5,26.13,0,0,2023-01-23
LOGIFEEL-IMF CREAM 50G,1,241,1,303.57,0,0,0,0,0,1,241,2023-06-02
LOMIDE CAP 10S,1672,7106,1652,13144.09,20,85,23-May,172,731,1500,6375,2023-08-30
LONAZEP 0.5 TAB 15S,3,111.9,3,139.9,0,0,0,0,0,3,111.9,2022-05-23
LONAZEP-2MG TAB 10S,34,2792.76,34,2777.06,0,0,0,0,0,34,2792.76,2023-11-21
LONOPIN 40MG PREFILLED INJ 1S,727,228968.65,676,116951.57,51,16062.45,23-Aug,602,189599.9,125,39368.75,2023-09-20
LOOZ SOL 200ML,2,390.4,2,390.4,0,0,0,0,0,2,390.4,2023-07-27
LOPAR-2MG TAB 10S,600,960,490,1684.81,110,176,24-Sep,0,0,600,960,2022-09-07
LOPERAMIDE TAB LOOSE 100S,40,320,23,238.6,17,136,24-May,0,0,40,320,2023-05-22
LOPETRIC-5MG 10S,230,986.7,213,918.98,17,72.93,23-Apr,230,986.7,0,0,2022-08-12
LOPEZ INJ 2ML,25,311.5,25,389.51,0,0,0,0,0,25,311.5,2023-07-01
LOPRA TAB 10S,30,75,30,97.5,0,0,0,0,0,30,75,2022-02-01
LOREL INJ 2ML,2937,36506.91,2687,24163.49,250,3107.5,24-Jun,147,1827.21,2790,34679.7,2023-05-21
LOREL-1 TAB 10S,322,4630.36,311,3587.86,11,158.18,25-Aug,136,1955.68,186,2674.68,2023-06-08
LOREL-2 TAB 10S,499,9016.93,431,7532.41,68,1228.76,26-Jun,159,2873.13,340,6143.8,2023-12-22
LORI INJ 2ML,695,5129.1,490,6084.65,205,1512.9,24-May,19,140.22,676,4988.88,2023-03-22
LORIDAY TAB 10S,400,2200,400,4000,0,0,0,0,0,400,2200,2023-10-20
LORNAMED-PLUS TAB 10S,57,877.8,57,1026,0,0,0,57,877.8,0,0,2022-06-15
LOSAR -H TAB 15S,2,330.5,2,332,0,0,0,0,0,2,330.5,2023-04-12
LOSARZED-25 TAB 10S,607,5341.6,417,6172.16,190,1672,23-May,134,1179.2,473,4162.4,2022-12-30
LOSARZED-50 TAB 10S,845,10224.5,595,13431.81,250,3025,24-Oct,95,1149.5,750,9075,2023-02-18
LOSARZED-AM TAB 10S,1475,18658.75,1280,48282.85,195,2466.75,24-Jun,253,3200.45,1222,15458.3,2022-07-05
LOSARZED-H TAB 10S,2326,29423.9,1750,55665.75,576,7286.4,24-Aug,176,2226.4,2150,27197.5,2022-02-04
LOSATRIP AM(AL) TAB 10S,300,1200,3,13.8,297,1188,23-Apr,0,0,300,1200,2022-02-04
LOT EYE DROPS 5ML,209,23138.39,162,16568.16,47,5203.37,24-Oct,51,5646.21,158,17492.18,2023-06-18
LOT LS EYE DROPS 5ML,57,4681.98,35,2745.12,22,1807.08,24-Aug,18,1478.52,39,3203.46,2023-10-07
LOTEPREC EYE DROPS 1S,50,1200,45,1441.98,5,120,24-Jan,50,1200,0,0,2023-01-21
LOTEPREC EYE OINTMENT 5GM,123,3198,73,6482.47,50,1300,24-Aug,73,1898,50,1300,2023-10-05
LOTEPRED EYE DROPS 5ML,200,4000,0,0,200,4000,23-Aug,0,0,200,4000,2022-06-08
LOTOP E/D 5ML,1,77.14,1,85.71,0,0,0,1,77.14,0,0,2023-04-09
LOX 10% SPRAY 50ml,110,48906,92,54625.24,18,8002.8,24-Sep,0,0,110,48906,2022-10-23
LOX 2% ADRENALIN 30ML,1799,40549.46,1769,44179.82,30,676.2,24-Jan,33,743.82,1766,39805.64,2022-09-12
LOX 2% VIAL 30ML,2797,46821.78,2609,59400.45,188,3147.12,24-May,135,2259.9,2662,44561.88,2023-12-28
LOX 4% TOPICAL INJ 30ML,395,10356.9,350,10078.65,45,1179.9,25-May,0,0,395,10356.9,2023-02-04
LOX VISCOUS 2 % 100ML,2,87,2,106.25,0,0,0,0,0,2,87,2022-08-28
LOX-2% JELLY 30GMS,4101,90427.05,3699,89785.57,402,8864.1,24-Sep,201,4432.05,3900,85995,2022-07-07
LOXAPAX 25 CAP 10S,171,13259.34,171,14306.49,0,0,0,11,852.94,160,12406.4,2022-04-29
LOXAPAX 50 CAP 10S,110,13612.5,110,15125.8,0,0,0,10,1237.5,100,12375,2023-07-20
LOXAPAX LIQUID 60ML,2,769.02,2,854.48,0,0,0,3,1153.53,-1,-384.51,2023-04-21
LOXICARD* INJ 50ML,245,9016,165,7186.81,80,2944,25-Jun,24,883.2,221,8132.8,2022-11-09
LOZAART-H TAB 10S,1030,6695,1030,8044.5,0,0,0,0,0,1030,6695,2022-06-28
LOZATRIC-100MG TAB 10S,132,3412.2,132,6204,0,0,0,132,3412.2,0,0,2022-12-08
LOZATRIC-50MG TAB 10S,100,1540,100,4012,0,0,0,100,1540,0,0,2022-01-25
LRZIN SACHETS 6GM,18,570,18,585,0,0,0,0,0,18,570,2022-11-15
LS-ROM 0.31*2.5ML RESP 5S,44,762.52,18,395.4,26,450.58,24-Mar,0,0,44,762.52,2022-07-03
LS-ROM 0.63*2.5ML RESP 5S,44,822.8,28,664,16,299.2,24-Jan,0,0,44,822.8,2023-07-27
LS-ROM 1.25*2.5ML RESP 5S,44,907.72,28,721.28,16,330.08,24-Mar,0,0,44,907.72,2023-06-02
LTEM-500MG TAB 10S,1010,42218,938,64935.05,72,3009.6,24-Aug,30,1254,980,40964,2023-03-13
LUBIC JELLY 20GM,4,302.4,4,1323,0,0,0,5,378,-1,-75.6,2023-11-24
LUBIC JELLY 50GM,-30,-4320,-30,0,0,0,0,9,1296,-39,-5616,2022-07-16
LULIBIT CREAM 20GM,211,8123.5,175,17330.3,36,1386,24-Jun,53,2040.5,158,6083,2023-10-04
LULICAL-D3 TAB 15S,3639,16375.5,1778,21551.45,1861,8374.5,23-Nov,3559,16015.5,80,360,2022-05-23
LULIDIV OINT 10GM,208,2745.6,208,8980.2,0,0,0,78,1029.6,130,1716,2023-12-01
LULITOP CREAM 10GM,124,2728,124,4414.86,0,0,0,76,1672,48,1056,2023-01-02
LULITOP CREAM 20GM,200,6416,199,8474.04,1,32.08,23-Feb,60,1924.8,140,4491.2,2022-06-09
LULKITE CREAM 10GM,272,1360,272,5683.52,0,0,0,72,360,200,1000,2023-01-19
LULKITE CREAM 20GM,204,5528.4,204,10134.71,0,0,0,184,4986.4,20,542,2023-06-16
LULKITE CREAM 30GM,33,1254,33,1582.1,0,0,0,33,1254,0,0,2023-06-19
LUMIA 60K CAP 8S,3,629.37,3,761.24,0,0,0,0,0,3,629.37,2023-03-26
LUMIEDGE GEL 30ML,2,600,2,720,0,0,0,0,0,2,600,2023-02-09
LUPASE 10000 10S,3,501.36,3,626.71,0,0,0,0,0,3,501.36,2022-12-01
LUPASE-25000 TAB 10S,6,1823.34,6,2279.2,0,0,0,0,0,6,1823.34,2022-09-11
LUPI-HCG 10000 IU 2ML,1,440,1,1151.33,0,0,0,0,0,1,440,2023-02-01
LUPIVESTIN 250 TAB 10S,18,2733.66,18,3416.95,0,0,0,8,1214.96,10,1518.7,2022-09-03
LUPRODEX 3M 2ML VIAL,2,10333.28,0,0,2,10333.28,23-Nov,2,10333.28,0,0,2022-01-19
LUPRODEX(DEPOT) 3.75MG 2ML VIAL,30,52437.9,22,41597.11,8,13983.44,24-Aug,30,52437.9,0,0,2022-11-30
LUXY CREAM 20GM,13,826.5,13,950,0,0,0,0,0,13,826.5,2023-02-19
LYCOEYE SYP 200ML,1,97.64,1,114.28,0,0,0,1,97.64,0,0,2023-04-01
LYCOEYE TAB 10S,1,80.36,1,0,0,0,0,1,80.36,0,0,2022-01-23
LYCONEXT PLUS CAP ZEE 10S,173,2854.5,70,15285.75,103,1699.5,23-Aug,173,2854.5,0,0,2022-06-18
LYCONEXT SUP ZEE 200ML,83,2191.2,83,4931,0,0,0,83,2191.2,0,0,2023-12-14
LYCOPIN RED CAPS 10S,176,2500.8,128,2271.7,48,750.24,24-Nov,16,250.08,160,2250.72,2023-04-02
LYCOPIN RED SYP 200ML,46,1456.82,28,1588,18,570.06,23-May,46,1456.82,0,0,2023-01-02
LYCOSCI SYRUP 200ML,48,1531.2,48,4771.35,0,0,0,48,1531.2,0,0,2022-05-15
LYCOSCI TAB 10S,99,2395.8,99,0,0,0,0,99,2395.8,0,0,2023-04-01
LYGLY-2.6 TAB 30S,88,2323.2,84,4768.85,4,105.6,23-Sep,55,1452,33,871.2,2022-04-15
LYGLY-6.4 TAB 30S,50,1980,50,3426,0,0,0,50,1980,0,0,2023-07-28
LYORTAM 1GM INJ 1GM,30,37500,17,23375,13,16250,24-Jun,0,0,30,37500,2022-12-16
M M F/S BROSS 1S,10,312.5,10,0,0,0,0,0,0,10,312.5,2023-10-30
M-TOP 5F 60ML,6,805.2,6,2300,0,0,0,6,805.2,0,0,2023-06-27
M-ZAP 7.5 TAB 10S,84,3239.88,40,1328.66,44,1697.08,23-May,44,1697.08,40,1542.8,2022-10-19
M20(MANNITOL INJ) 100ML,2000,44000,1285,30118,715,15730,24-Aug,0,0,2000,44000,2023-04-19
MACROFOL SYP 200ML,962,29629.6,901,74908.89,61,1878.8,24-Jan,176,5420.8,786,24208.8,2022-12-29
MACROFOL-FA TAB 10S,200,3300,0,0,200,3300,23-Jul,0,0,200,3300,2023-02-03
MACSART-H TAB 10S,12,563.64,12,550.86,0,0,0,0,0,12,563.64,2022-02-24
MAGIC PLUS CAP 10S,40,0,40,0,0,0,0,40,0,0,0,2022-05-23
MAGIC PLUS SUP 200ML,46,1265,22,2150.25,24,660,23-Feb,46,1265,0,0,2023-11-28
MAGICTHRO 100 SUP 15ML,304,4256,301,6543.6,3,42,23-Nov,134,1876,170,2380,2022-02-17
MAGICTHRO 200 SUP 15ML,381,8210.55,371,10488.4,10,215.5,24-Jan,111,2392.05,270,5818.5,2022-02-27
MAGICTHRO 500 TAB(BL) 3S,3777,71763,3777,128663.23,0,0,0,1156,21964,2621,49799,2022-04-07
MAGICTHRO-250TAB(BL) 6S,996,17928,878,30780.1,118,2124,23-May,116,2088,880,15840,2022-11-04
MAGNEON 2ML 2ML,560,4430.72,559,4855.05,1,7.91,24-Apr,12,94.94,548,4335.78,2022-07-01
MAGNEON INJ 10ML,-68,-1860.48,-68,2690.2,0,0,0,63,1723.68,-131,-3584.16,2022-12-27
MAGNESIUM SULPHATE 400gm,45,1080,27,781,18,432,24-Jun,0,0,45,1080,2023-08-09
MAGNESIUM SULPHATE I P 20GM,223,1003.5,198,1174.66,25,112.5,25-Mar,31,139.5,192,864,2023-01-08
MAGNESIUM SULPHATE INJ 2ML,10121,30363,9182,33510.62,939,2817,24-Jul,1121,3363,9000,27000,2023-09-29
MAHACEF DRY SYP 30ML,0,-67.42,0,0,0,0,0,0,0,0,-67.42,2023-11-23
MAHACETAM TAB-500MG 10S,257,8761.9,257,5076.52,0,0,0,257,8761.9,0,0,2022-04-14
MAHADEXA INJ 2ML,6,34.8,6,38.22,0,0,0,6,34.8,0,0,2022-05-07
MAHAFOL RED SYP 300ML,1440,50400,1329,109580.07,111,3885,24-Sep,0,0,1440,50400,2022-11-17
MAHAFOL-S INJ 5ML,1105,29282.5,835,31798.8,270,7155,24-Apr,0,0,1105,29282.5,2023-08-12
MAHAFOL-XT TAB 10S,52,260,52,6218,0,0,0,0,0,52,260,2022-01-08
MAHAMOX-CV 625 TAB 10S,85,5525,85,5851,0,0,0,84,5460,1,65,2023-08-15
MAHAVELDA-50MG TAB 15S,1245,18052.5,1245,18508,0,0,0,0,0,1245,18052.5,2023-03-16
MAHAVILDA-M 500MG TAB 15S,590,12036,590,14773.6,0,0,0,0,0,590,12036,2022-11-20
MALARIA CARD 1S,20,320,20,450,0,0,0,0,0,20,320,2023-01-08
MAMSA FORTE TAB 10S,144,5832,24,828.6,120,4860,23-Nov,24,972,120,4860,2022-06-28
MANNITAL INJ 100ML 1S,100,2500,100,2695,0,0,0,0,0,100,2500,2023-05-09
MANNITOL -20% 100ML,6679,180333,6677,181015.1,2,54,25-Aug,2160,58320,4519,122013,2022-12-10
MANOFEX-120MG TAB 10S,96,1200,96,1392,0,0,0,88,1100,8,100,2023-06-06
MANOFEX-180MG TAB 10S,20,378,10,215,10,189,23-Nov,0,0,20,378,2022-03-05
MANOGABA-75 TAB 10S,330,3234,329,3463.2,1,9.8,24-Jul,30,294,300,2940,2023-07-17
MANOGLIP-50 TAB 10S,4610,39185,4603,43700,7,59.5,23-Dec,0,0,4610,39185,2022-01-18
MANOGREL-75MG TAB 10S,3908,26965.2,3889,40718.65,19,131.1,24-Jun,5,34.5,3903,26930.7,2023-03-24
MANOKAST-10 TAB 10S,700,5600,700,6090,0,0,0,0,0,700,5600,2022-08-31
MANOPINE-100 TAB 10S,300,4950,300,5960,0,0,0,0,0,300,4950,2023-06-07
MANOPRINE-50MG TAB 10S,88,1663.2,88,2257.2,0,0,0,18,340.2,70,1323,2023-09-14
MANOSER-50 TAB 10S,190,1311,190,1501,0,0,0,90,621,100,690,2023-10-09
MANOSPIR F TAB 10S,280,5292,280,6078,0,0,0,0,0,280,5292,2022-04-04
MANOTAB TAB 10S,9,243,4,217,5,135,23-Jun,9,243,0,0,2023-03-02
MANOTOR-20MG TAB 10S,150,1275,140,1372,10,85,23-Nov,10,85,140,1190,2022-12-04
MANOTOR-5MG TAB 10S,860,3354,860,4041,0,0,0,0,0,860,3354,2023-02-04
MANOTRA-100MG CAP 4S,100,944,100,1272.32,0,0,0,0,0,100,944,2022-04-18
MANOTREL 100MG TAB 10S,260,7410,260,8424,0,0,0,60,1710,200,5700,2023-12-03
MANOVOG 0.2 TAB 10S,2600,10114,2600,11180,0,0,0,-90,-350.1,2690,10464.1,2023-07-21
MANOVOG 0.3 TAB 10S,300,1560,0,0,300,1560,23-Jun,300,1560,0,0,2023-10-31
MANOZAM-10MG TAB 10S,70,770,70,924,0,0,0,20,220,50,550,2022-01-06
MANOZEM-30MG TAB 10S,150,885,150,1055,0,0,0,10,59,140,826,2023-07-03
MANOZEM-60MG TAB 10S,20,138,20,802.4,0,0,0,20,138,0,0,2022-09-01
MANOZOL-50MG TAB 10S,10,165,10,196,0,0,0,10,165,0,0,2022-10-10
MANSAX CAPS 10S,300,22563,264,16314.55,36,2707.56,25-Apr,60,4512.6,240,18050.4,2022-05-17
MANUAL BREAST PUMP LD-101 1S,123,68880,123,129150,0,0,0,0,0,123,68880,2022-05-14
MANUAL BREAST PUMP VHS-0300 1S,39,15599.61,39,40950,0,0,0,0,0,39,15599.61,2023-07-20
MARCOLD SUSP 60ML,1283,17641.25,1187,40191,96,1320,24-Sep,283,3891.25,1000,13750,2023-08-19
MARDASE K TAB ZOTA 10S,206,1767.48,139,6604.66,67,574.86,23-Sep,36,308.88,170,1458.6,2022-11-14
MARFEN PLUS TAB ZOTA 10S,189,1300.32,125,3878.28,64,440.32,23-Jul,88,605.44,101,694.88,2023-06-12
MARFEN SP TAB 10S,111,1526.25,64,4005.75,47,646.25,24-Aug,0,0,111,1526.25,2022-07-06
MARGEST-200MG TAB 10S,20,1705,0,0,20,1705,23-Apr,20,1705,0,0,2022-11-30
MARPRO-DHA POWDER 200GM,578,23206.7,538,82102.27,40,1606,23-Nov,177,7106.55,401,16100.15,2023-09-22
MARVIT CAP 10S,98,1293.6,54,2278.8,44,580.8,24-Apr,18,237.6,80,1056,2022-03-08
MAXDULIN 50/20 CAP 10S,18,1787.04,18,2233.93,0,0,0,0,0,18,1787.04,2023-09-20
MAXGALIN-50 CAP 10S,6,471.42,6,589.29,0,0,0,0,0,6,471.42,2022-08-16
MAXILIV TAB 10S,3,2428.47,3,3035.59,0,0,0,0,0,3,2428.47,2022-02-22
MAXMOIST E/D 10ML,3,602.13,3,752.68,0,0,0,0,0,3,602.13,2022-12-01
MB GIGABYTE B660M DS3H DDR4 1S,1,10450,1,13585,0,0,0,0,0,1,10450,2022-07-09
MBGRON-25 10S,90,3240,90,3483,0,0,0,0,0,90,3240,2022-05-05
MBGRON-50 TAB 10S,4,240,0,0,4,240,24-Mar,0,0,4,240,2023-08-29
MCBM-69 TAB 15S,2,257.14,2,321.43,0,0,0,0,0,2,257.14,2023-11-08
MECOFAR PLUS CAP 10S,412,13724,342,21096.7,70,2555,23-Nov,52,1898,360,11826,2022-10-14
MECOFAR TAB 10S,110,0,110,1485,0,0,0,0,0,110,0,2022-06-11
MECOFAR-G 10S,50,1173,26,774.47,24,563.04,24-Mar,0,0,50,1173,2023-01-14
MECOFAR-OD TAB 10S,102,1912.5,55,1209.5,47,881.25,24-Jan,22,412.5,80,1500,2023-06-19
MECOFAR-PLUS INJ 2ML,690,6555,689,12003.88,1,9.5,24-Feb,50,475,640,6080,2023-12-23
MECUMS PLUS INJ 2ML,2500,15000,2309,39703,191,1146,23-Sep,0,0,2500,15000,2022-04-02
MECUMS TAB (AL) 10S,82,2050,82,3996.68,0,0,0,0,0,82,2050,2022-09-03
MEDFOL PLUS TAB 10S,1554,17948.7,1410,70576.09,144,1663.2,24-Jun,204,2356.2,1350,15592.5,2023-05-13
MEDIMIX SOAP 1S,25,66.75,25,450,0,0,0,0,0,25,66.75,2023-10-11
MEDIRUB SPRAY 100ML 100ML,1,22.5,1,24,0,0,0,0,0,1,22.5,2022-10-27
MEDITREX-15MG TAB 10S,60,2041.2,60,2694,0,0,0,0,0,60,2041.2,2022-07-24
MEDLOP (LOPERMIDE) LOOSE 200S,39,764.4,39,931.96,0,0,0,39,764.4,0,0,2023-12-28
MEDLOP-2MG TAB 10S,1017,2304.52,1017,4832.1,0,0,0,235,532.51,782,1772.01,2022-06-12
MEDYEW TABLETS 10S,1542,33924,1414,45579.8,128,2816,24-Jun,220,4840,1322,29084,2023-12-09
MEDZOL INJ 5ML,520,6240,402,9557.5,118,1416,23-Sep,0,0,520,6240,2023-10-30
MEETAZ-4.5GM INJ 1S,22,2332,22,2105,0,0,0,22,2332,0,0,2023-09-09
MEFNO KIT TAB 10S,10,480,10,600,0,0,0,0,0,10,480,2023-08-24
MEFSEL SPAS DS SUSP 60ML,476,9100,295,7098,181,3620,24-Jun,51,1020,425,8080,2023-10-23
MEFTEXT DROPS 15ML,259,2849,206,3545.48,53,583,23-Sep,59,649,200,2200,2023-11-03
MEFTEXT PLUS SUP 60ML,206,2719.2,164,4763.5,42,554.4,24-Jul,101,1333.2,105,1386,2022-09-20
MEFTEXT-SPAS TAB 10S,491,4050.75,213,4105.8,278,2293.5,24-Apr,91,750.75,400,3300,2023-11-10
MEFY SUSP 60ML 60ML,100,990,50,935.58,50,495,23-Nov,100,990,0,0,2023-06-21
MEFY-250 TAB 10S,40,296.8,0,0,40,296.8,23-Nov,0,0,40,296.8,2023-10-07
MEFY-KID DISPERSIBLE TAB 10S,40,215.6,0,0,40,215.6,23-Nov,0,0,40,215.6,2022-12-13
MEFY-P DS SYP 60ML,4102,81219.6,3677,107694.44,425,8415,24-Jun,2,39.6,4100,81180,2022-03-16
MEFY-P SUSP 60ML,844,11140.8,718,21812.1,126,1663.2,24-Feb,144,1900.8,700,9240,2023-07-15
MEFY-P TAB 10S,697,9200.4,530,9427.41,167,2204.4,24-Mar,179,2362.8,518,6837.6,2022-05-26
MEFY-TX TAB 10S,20,1100,0,0,20,1100,23-Nov,0,0,20,1100,2022-09-25
MEGACHOLIN INJ 2ML,9,445.74,9,534.78,0,0,0,0,0,9,445.74,2022-10-27
MEGACITRAL SYP (NEW) 100ML,96,1800,61,1072.2,35,656.25,23-Aug,71,1331.25,25,468.75,2022-06-26
MEGAFERROL MALT 450GM,450,36373.5,450,50731.09,0,0,0,0,0,450,36373.5,2022-04-24
MEGAHEAL GEL 15GM,3,225,3,228,0,0,0,0,0,3,225,2023-08-20
MEGAHEAL GEL 50GM,0,0,0,0,0,0,0,0,0,0,0,2022-10-11
MEGANEURON OD PLUS 10S,1,100,1,103,0,0,0,0,0,1,100,2022-09-28
MEGARAB-20 TAB 10S,421,3123.82,374,3344.9,47,348.74,24-Nov,101,749.42,320,2374.4,2023-05-07
MEGARAB-D TAB 10S,147,1195.11,96,976.25,51,414.63,23-Apr,107,869.91,40,325.2,2022-04-19
MEGARAB-DSR CAP 10S,314,5067.68,234,5124.4,80,1333.6,24-Jun,214,3567.38,100,1500.3,2023-06-11
MEGNAZONE SB INJ 1.5GM,100,3777,100,4735,0,0,0,0,0,100,3777,2023-06-25
MEKODIV-OD CAP 10S,1301,57244,1106,118293.9,195,8580,24-Apr,394,17336,907,39908,2022-09-03
MELACARE CREAM 25GM,1,185,1,185,0,0,0,0,0,1,185,2022-12-26
MELMIN FORTE CAP 10S,723,23859,591,49032.72,132,4356,24-Feb,95,3135,628,20724,2022-01-17
MELMIN PLUS INJ 2ML,1817,21985.7,1673,70338.6,144,1742.4,23-Nov,123,1488.3,1694,20497.4,2022-01-27
MELMIN POWDER 200GM,98,4958.8,91,15044.37,7,354.2,23-Nov,48,2428.8,50,2530,2023-07-12
MELOSET 3MG TAB 10S,3,105,3,131.25,0,0,0,0,0,3,105,2023-10-16
MEM INJ 0.2MG 1ML,670,7718.4,551,7471.82,119,1370.88,24-Apr,45,518.4,625,7200,2022-01-23
MEMENTO CREAM 15GM,1957,28474.35,1698,118587.85,259,3768.45,24-Sep,207,3011.85,1750,25462.5,2022-02-15
MEMENTO-S LOTION 30ML,304,10065.44,256,24040.49,48,1589.28,24-Nov,154,5098.94,150,4966.5,2023-08-04
MENACTRA 0.5ML,1,4144.76,1,4285.71,0,0,0,0,0,1,4144.76,2022-12-04
MENATA-10 TAB 10S,233,3262,193,9240,40,560,24-Jul,0,0,233,3262,2023-09-29
MENATA-5 TAB 10S,30,360,30,1593.6,0,0,0,0,0,30,360,2022-04-12
MENDATE 10MG TAB 10S,3,508.2,3,508.2,0,0,0,0,0,3,508.2,2023-04-11
MENOPACE ISO TAB 10S,27,4869.18,27,5382.07,0,0,0,21,3787.14,6,1082.04,2023-06-22
MENSULAR CAP 6S,229,2418.24,159,6119.95,70,739.2,25-May,129,1362.24,100,1056,2023-12-08
MEPREZ-125MG INJ 5ML VIAL,432,47520,316,30357.14,116,12760,23-Apr,432,47520,0,0,2022-08-27
MEPREZ-16 TAB 10S,445,24475,51,4453.6,394,21670,24-Apr,445,24475,0,0,2022-06-09
MEPREZ-1GM INJ VIAL,226,99440,3,1339.29,223,98120,24-Apr,226,99440,0,0,2023-09-29
MEPREZ-40MG INJ 5ML VIAL,1,33,0,0,1,33,23-Apr,0,0,1,33,2022-07-31
MERIZYME DROPS 15ML,-4,-192.84,-4,0,0,0,0,5,241.05,-9,-433.89,2023-03-28
MERIZYME SYP 200ML,9,612,-1,0,10,765,23-Nov,15,1147.5,-6,-535.5,2023-02-18
MEROCEL NASAL-8CMS(400402) 1S,6,1980,6,2728.8,0,0,0,0,0,6,1980,2023-05-21
MEROFIC INJ 1GM VIAL,564,89726.76,562,150697.21,2,318.18,23-Nov,164,26090.76,400,63636,2022-06-26
MEROFIC PLUS 1GM INJ 1 VIAL,20,4000,12,2700,8,1600,23-Nov,20,4000,0,0,2022-05-03
MEROFIC-O 200MG TAB 6S,8,2800,8,3529.77,0,0,0,8,2800,0,0,2022-01-06
MEROFIC-O ER 300MG TAB 6S,0,0,0,0,0,0,0,10,4669.4,-10,-4669.4,2022-08-18
MEROJECT-1GM 1GM,30,8100,22,7260,8,2160,23-Nov,0,0,30,8100,2023-12-04
MEROLIVE 500MG INJ 1 VIAL,36,14400,36,13160,0,0,0,36,14400,0,0,2022-04-26
MEROLIVE INJ 1GM 1S,275,137500,275,96000,0,0,0,144,72000,131,65500,2023-10-27
MEROLIVE PLUS INJ 1GM,53,26500,53,19450,0,0,0,0,0,53,26500,2022-03-03
MEROMAX 1GM 1S,86,16952.32,80,20444.22,6,1182.72,23-Aug,86,16952.32,0,0,2023-08-05
MERONEXT 1000 INJ 30ML,1,181.5,0,0,1,181.5,23-May,1,181.5,0,0,2022-05-08
MEROPRO INJ 1GM,9,1755,9,1579.5,0,0,0,9,1755,0,0,2023-03-14
MEROSURE O TAB 6S,2,735.72,2,919.64,0,0,0,0,0,2,735.72,2022-01-29
MERSILK 3.0 NW5085 R/B 1S,3,195.3,3,0,0,0,0,0,0,3,195.3,2022-05-01
MESACOL ENEMA 60ML 60ML,3,231.42,3,225.64,0,0,0,0,0,3,231.42,2023-04-11
MESACOL OD TAB 15S,19,7090.99,19,6980,0,0,0,0,0,19,7090.99,2023-02-08
MESAHENZ 1200MG TAB 10S,18,2944.26,18,3680.36,0,0,0,0,0,18,2944.26,2022-10-29
MESALOV-800 TAB 10S,240,7680,230,7360,10,320,23-Sep,0,0,240,7680,2022-04-30
MESPAS PLUS SYP 60ML,1486,19615.2,1344,29427.55,142,1874.4,25-Feb,135,1782,1351,17833.2,2023-07-31
MESPAS TAB 10S,1389,11459.25,1258,27661,131,1080.75,24-Sep,252,2079,1137,9380.25,2022-02-17
METAGYL-400 TAB 10S,1000,7800,430,3944.4,570,4446,25-Apr,0,0,1000,7800,2023-05-11
METFORMIN 500 TAB 10S,10808,41070.4,10368,9602.49,440,1672,25-Jun,8,30.4,10800,41040,2022-09-07
METHLERGIN TAB(BL) 10S,106,4240,106,6161.31,0,0,0,61,2440,45,1800,2022-09-11
METHODOL INJ-40MG 1ML,24,408,24,438.6,0,0,0,24,408,0,0,2023-12-03
METHODOL-16 TAB 10S,19,475,11,750,8,200,23-Jul,19,475,0,0,2022-11-25
METHODOL-4 TAB 10S,9,72,9,94.5,0,0,0,0,0,9,72,2022-01-01
METHODOL-8 TAB 10S,536,7504,536,7447.25,0,0,0,19,266,517,7238,2022-04-23
METHOFAST-50 INJ 2ML,20,558,14,400.8,6,167.4,23-Sep,0,0,20,558,2023-05-16
METHOTREXATE-5 TAB 10S,9,117,0,0,9,117,23-Jul,9,117,0,0,2022-01-02
METHRIMITE CREAM 5% GUJ 30GM,641,14576.34,533,19643.53,108,2455.92,24-Apr,141,3206.34,500,11370,2023-06-16
METHRIMITE LOTION 60ML,547,14325.93,490,15624.6,57,1492.83,24-Feb,231,6049.89,316,8276.04,2022-11-16
METHYCORT 40MG INJ 1S,10,350,10,449.9,0,0,0,0,0,10,350,2023-02-04
